actual_controller,stock_code,owner_type,company_name,bargain_freq,ipo_at,start_at,industry,main_product,main_product_type,region,cash_reserve_2,cash_reserve_3,cash_reserve_1,growth_ratio_1,growth_ratio_2,growth_ratio_3,ssh_prop,net_profit,roe,concept_sector,row_index,pe,market_value,pb
邓国顺;成晓华,300042.SZ,民营企业,朗科科技,,2010-01-08 00:00:00,19990514.0,制造业-计算机、通信和其他电子设备制造业,“钢睿”硬件加密型闪存盘、1.8英寸移动硬盘、2.5寸移动硬盘、2.5英寸加密型移动硬盘、2.5英寸移动硬盘、3.5英寸移动硬盘、4.3寸多媒体播放器、AES硬件加密硬盘、AirTrack(TM)PCI无线G网卡、AirTrack(TM)宽带网关交换机、AirTrack(TM)无线G网卡、AirTrack(TM)无线宽带路由器、CMMB移动数字电视接收棒、ODB加密闪存盘、ODN无驱增强闪存盘、OLA可视闪存盘、SSD固态硬盘、UVD-DUTE移动硬盘/网络电影播放器、表情E族、超快捷精锐型闪存盘、超稳标致型闪存盘、超稳标准型闪存盘、超稳极致型闪存盘、超稳加强型闪存盘、超稳简约型极速存储、超稳精致型闪存盘、超稳普及型闪存盘、超稳三启动型闪存盘、超稳时尚型闪存盘、超稳智能型闪存盘、大容量高速移动硬盘、典雅时尚型闪存盘、光盘闪存盘、极速海量型闪存盘、加密极致型闪存盘、加密时尚型闪存盘、加密雅致型闪存盘、简约型闪存盘、酷贝GPS、酷贝高清播放器、朗科车载MP3、朗科闪存盘朗盛系列、流畅型闪存盘、迷你推拉式闪存盘、迷你型闪存盘、迷你旋转型闪存盘、闪存盘主控芯片、深水炸弹造型闪存盘、数码碟机MP4、图文显示闪存盘、网络存储器、无线宽带网关交换机、无线宽带网关路由器、系统加速型闪存盘、显示闪存盘、音乐精灵MP3、音乐闪存盘、硬件加密型闪存盘、优盘闪存盘、优信通PCMCIA无线上网卡(CDMA)、优信通USB无线上网卡(GPRS.迷你型)、智能三启动型闪存盘、子弹头造型闪存盘,传输设备、存储设备、电脑配件、集成电路、交换设备、视频产品、卫星制造及应用,广东省,405268740.95,523917861.87,356130123.9,28.7944,6.1723,11.3303,21.63,2.5628,0.73,预增;预减,47.0,365.6985,2168328000.0,2.643
江西省国有资产监督管理委员会,600362.SH,地方国有企业,江西铜业,,2002-01-11 00:00:00,19970124.0,制造业-有色金属冶炼和压延加工业,“贵冶”铅、“贵冶”锌、贵冶电金、贵冶电银、贵冶高纯阴极铜、贵冶工业硫酸、贵冶三氧化二砷、江西铜业硫精矿、江西铜业钼精矿、江西铜业铜杆线、江西铜业稀散金属,白银、化学矿、黄金、铅、铜、无机化工原料、锌、有色金属矿产,江西省,20309640029.0,15846293599.0,23992113234.0,15.4107,-4.1226,56.9629,40.4,2.0704,8.16,沪股通50;融资融券标的;含H股的A股;含可转债;超涨,48.0,17.2213,61394192350.7,1.3668
黄佳儿;黄晓鹏;黄炳文,601515.SH,外资企业,东风股份,,2012-02-16 00:00:00,20000105.0,制造业-印刷和记录媒介复制业,“好日子”烟标、“红塔山”烟标、“黄果树”烟标、“黄山”烟标、“兰州”烟标、“利群”烟标、“双喜”烟标、“五叶神”烟标、“玉溪”烟标、“云烟”烟标、“长白山”烟标,商业印刷,广东省,618245941.76,176946213.74,506191657.42,14.773,-1.2584,93.6871,54.4,40.2464,29.36,高送转,49.0,18.4695,12977040000.0,5.0078
汪力成,000607.SZ,民营企业,华智控股,,1996-08-30 00:00:00,19931128.0,制造业-仪器仪表制造业,“华立”电能表、华立紫杉醇、科泰复青蒿素抗疟制剂、伊利替康,电气仪器仪表、原料药、植物类中药制剂,浙江省,364317511.54,315221171.92,334597823.86,28.9336,-6.3321,30.9932,23.52,1.5714,3.43,借壳上市;重组;文化传媒概念(Wind);融资融券标的;预减;并购阶段(需定增),50.0,406.5449,5043148828.3,14.0299
吉林省国有资产监督管理委员会,600432.SH,地方国有企业,吉恩镍业,,2003-09-05 00:00:00,20001227.0,制造业-有色金属冶炼和压延加工业,“吉恩”氨基磺酸镍、“吉恩”醋酸钴、“吉恩”醋酸镍、“吉恩”电解镍、“吉恩”氟化镍、“吉恩”高冰镍、“吉恩”工业硫酸、“吉恩”硫酸镍、“吉恩”硫酸铜、“吉恩”氯化镍、“吉恩”氢氧化镍、“吉恩”水淬高冰镍、“吉恩”碳酸镍、“吉恩”羰基镍粉末、“吉恩”羰基镍-铁粉末、“吉恩”羰基镍丸、吉恩镍业硫酸、吉恩镍业铜精矿,镍、铜、无机化工原料、无机化学农药、重有色金属,吉林省,2938985598.63,2442737079.44,5601568243.35,33.1547,128.14,52.9437,25.62,1.0014,3.01,融资融券标的,51.0,266.9062,26301072222.4,9.3749
国务院国有资产监督管理委员会,600038.SH,中央国有企业,哈飞股份,,2000-12-18 00:00:00,19990730.0,制造业-铁路、船舶、航空航天和其他运输设备制造业,“吉祥鸟”系列三角翼飞行器、EC120直升机、ERJ145系列飞机、H410系列直升机、H425系列直升机、Y12轻型多用途飞机、Z9平台机、波音787翼身整流罩、直九直升机,飞机制造、航空零部件,黑龙江省,572649882.52,151444619.79,4106387455.65,-10.5626,-2.3594,23.3851,28.65,2.2755,5.9926,央企;通用航空;高端装备制造;航母;融资融券标的;超涨,52.0,100.0451,24734443003.4,4.1515
肖赛平;杨振;杨子江,002650.SZ,民营企业,加加食品,,2012-01-06 00:00:00,19960803.0,制造业-食品制造业,“加加”酱油、“盘中餐”食用植物油、鸡精、食醋、味精,食用油、调味品,湖南省,1115162509.38,1406477645.87,536138376.94,78.1699,-36.9251,43.911,40.05,9.6471,9.4,超涨;高送转,53.0,38.0868,6165504000.0,3.4444
冷天辉,600093.SH,民营企业,禾嘉股份,,1997-06-26 00:00:00,19970623.0,制造业-汽车制造业,“金顶”凸轮轴、博美·华龙广场、成都市金牛区花牌坊街、飞球锻钢浮动球阀、飞球锻钢固定球阀、飞球三通联动球阀、禾嘉TCL代理经销、禾嘉联想代理经销、禾嘉苹果汁系列、胡萝卜汁系列产品、禾优6号稻种,IT产品销售、发动机设备、风泵机械、果汁、建材家居超市、商业地产、种子,四川省,61392379.65,34547352.83,222467013.38,-2.3736,4.2942,-8.9778,23.57,13.1142,12.99,智能物流;超涨;预增,54.0,67.8051,3505004325.0,8.0297
刘程宇;刘玲,002518.SZ,民营企业,科士达,,2010-12-07 00:00:00,19930317.0,制造业-电气机械和器材制造业,“金守护”系列一体化柜式机房、FMH密封电池系列、FML密封电池系列、FM固定型密封电池系列、FM小型密封电池系列、SM系列逆变电源、Stanchangel系列逆变电源、UPS、UPS输出模块、VP5800—RM系列逆变电源、VP5800系列逆变电源、插拔式电池箱、电池柜、机架式电池箱、机架折叠式KVM 、科士达GFM密封电池系列、浪涌保护模块、市电分配模块、双电源切换模块、太阳能光伏逆变器、太阳能深循环电池系列、网点专用一体化柜式机房、友电HIPOWER系列、友电YDC9100系列、友电YDC9300系列、友电YDE2000系列、友电YDE9100系列、智能监控模块、主电源输入模块、综合配电模块,变电设备、低压电器类、电子元器件、输电设备,广东省,710799490.82,821931292.88,245383266.22,587.6874,2080.2701,-92.9711,60.04,11.0708,9.48,太阳能发电;充电桩;融资融券标的,55.0,41.3101,5233279926.0,3.6388
林聪颖,601566.SH,外资企业,九牧王,,2011-05-30 00:00:00,20040311.0,制造业-纺织服装、服饰业,“九牧王”男装,外衣,福建省,2602760943.69,2559676208.39,1606229425.32,26.35,28.632,0.0375,58.73,21.4789,12.05,,56.0,14.2883,7677152324.0,1.6457
林永飞,002656.SZ,民营企业,卡奴迪路,,2012-02-28 00:00:00,20020718.0,制造业-纺织服装、服饰业,“卡奴迪路”T恤、“卡奴迪路”衬衫、“卡奴迪路”夹克风衣、“卡奴迪路”裤子、“卡奴迪路”棉褛、“卡奴迪路”皮具、“卡奴迪路”裘皮、“卡奴迪路”饰品、“卡奴迪路”西装,内衣、奢侈饰品、外衣,广东省,810068092.92,213513992.17,758557128.19,-2.3686,29.1311,17.2174,39.75,18.5138,12.6,O2O;预减,57.0,21.6712,3236000000.0,2.5278
戚大广,300175.SZ,民营企业,朗源股份,,2011-02-15 00:00:00,20020326.0,制造业-农副食品加工业,“朗源”瓜子、“朗源”果干、“朗源”果脯、“朗源”坚果、“朗源”蔬菜、“朗源”水果,蔬菜类、水果类、休闲食品,山东省,80132860.2,181098563.72,103927931.67,24.5467,20.98,32.6572,39.84,2.9018,2.43,超涨;预增,58.0,190.6796,3333264000.0,4.5674
厦门市国有资产监督管理委员会,600153.SH,地方国有企业,建发股份,,1998-06-16 00:00:00,19980610.0,批发和零售业-批发业,“联发江岸汇景”项目、城南工业园、黄金工业园、厦门建发化工产品进口、厦门建发轻工产品进出口、厦门建发纸浆及纸制品贸易,国内贸易、进出口贸易、开发区园区、住宅建筑,福建省,6271230189.99,3812705088.8,6648193063.17,-2.7711,-12.2776,-13.4743,46.74,3.3231,23.83,海峡西岸;福建自贸区;融资融券标的;券商重仓;大盘蓝筹;超涨,59.0,9.4122,25346692738.2,2.0216
新疆生产建设兵团农业第五师国有资产监督管理委员会,600540.SH,地方国有企业,新赛股份,,2004-01-07 00:00:00,19991222.0,农、林、牧、渔业-农业,“羚羊唛”菜籽油、“羚羊唛”番茄籽油　　　、“羚羊唛”红花籽油　、“羚羊唛”葡萄籽油　　　、羚羊唛大豆油、羚羊唛葵花籽油、新赛短绒、新赛钢木、新赛棉粨、新赛棉纱、新赛棉种、新赛棉籽、新赛皮棉,木材及木材加工、其他纺织品及原料、其他农产品、人造纤维、调味品、种子,新疆维吾尔自治区,525183858.49,475386972.93,351844235.82,2.9568,5.9982,6.5215,49.49,-3.2607,-5.5283,丝绸之路;超涨,60.0,-68.6904,2645672062.76,3.8894
赵伟平,600599.SH,民营企业,熊猫烟花,,2001-08-28 00:00:00,19991212.0,制造业-化学原料和化学制品制造业,“浏花”爆竹、“浏花”混合包烟花、“浏花”喷花型组合烟花、“浏花”造型玩具类烟花、“浏花”组合类烟花,火工产品,湖南省,32040050.27,45309546.68,32654982.31,46.5281,-13.155,0.0216,24.1,7.296,3.49,互联网金融;超涨,61.0,373.6819,4729340000.0,7.0935
李中,000509.SZ,民营企业,华塑控股,,1993-05-07 00:00:00,19901018.0,制造业-橡胶和塑料制品业,“鲁宏”铝合金门窗、“鲁宏”塑料门窗、“鲁宏”塑料型材、“鲁宏”中空玻璃、华塑房屋租赁、华塑羽绒服,玻璃、建筑型材、铝合金及制品、外衣、物业出租和管理、装饰材料,四川省,11620856.24,7659791.85,214333775.28,-10.0381,-33.9643,5.8874,24.13,5.834,-22.55,装饰园林;超涨;高送转,62.0,215.0888,4515392649.99,46.0475
薛伟成,002293.SZ,民营企业,罗莱家纺,,2009-09-10 00:00:00,20020523.0,制造业-纺织业,“罗莱”厨用纺织品、“罗莱”床用纺织品、“罗莱”袋类纺织品、“罗莱”巾类纺织品、“罗莱”帘类纺织品、“罗莱”绒类纺织品、“罗莱”毯类纺织品、代理(授权)经营“DISNEY迪士尼”、代理(授权)经营“SAINT MARC尚?玛可”、代理(授权)经营“SHERIDAN雪瑞丹”,国内贸易、其他纺织品及原料,江苏省,956043885.24,1002302902.57,932276706.15,8.7771,10.6163,12.2311,39.18,13.1588,16.6,融资融券标的,63.0,21.5856,7169747148.0,3.2232
陶一山,002567.SZ,民营企业,唐人神,,2011-03-25 00:00:00,19920911.0,制造业-农副食品加工业,“骆驼”饲料、“唐人神”肉品,肉制品、饲料,湖南省,298248174.5,285240603.76,251815919.74,22.8598,14.3154,17.205,24.57,1.7576,7.53,民营银行;超涨,64.0,33.7429,4292017200.0,2.437
林奇,002174.SZ,民营企业,游族网络,,2007-09-25 00:00:00,19950922.0,制造业-家具制造业,“梅花”帐篷、梅花二折伞、梅花海滩伞、梅花三折伞、梅花伞配件、梅花手动伞、梅花洋伞、梅花直骨伞、梅花自动伞、梅花自开收伞,伞,福建省,181955818.04,63229572.57,105057076.37,758.9183,-19.227,33.1958,36.58,-3.7968,-9.13,网络游戏,65.0,-719.0506,14711884105.9,69.226
孙广信,600256.SH,民营企业,广汇能源,,2000-05-26 00:00:00,19950120.0,采矿业-石油和天然气开采业,“美林阁”商住小区、广汇美居房产租赁、广汇肉联厂租赁、广汇塑钢门窗、广汇天然气供应、广汇天然气销售、黑冰花石材、天山翠石材、天山蓝宝石材、新疆广汇美居物流园、新疆广汇美居亿科销售、新疆红石材,国内贸易、开发区园区、商业地产、石材石料、物业出租和管理、液化气、装饰材料,新疆维吾尔自治区,1906366773.2,2876548028.36,1753537855.07,-7.1164,61.2361,10.9551,45.15,15.68,8.95,新疆区域振兴;LNG;丝绸之路;融资融券标的;预增,66.0,57.075,42867896655.6,4.1953
姜天武,002397.SZ,民营企业,梦洁家纺,,2010-04-29 00:00:00,19810409.0,制造业-纺织业,“寐”床上用品、“梦洁”床上用品、“梦洁宝贝”床上用品、被芯、床垫、绗绣套件、毛毯、梦洁健康床垫、绣花套件,装饰用纺织品,湖南省,341389919.13,425824956.43,352973975.09,-7.7132,8.9861,41.1761,38.28,6.923,8.65,预增;高送转,67.0,31.5012,3108672000.0,2.576
国务院国有资产监督管理委员会,600720.SH,中央国有企业,祁连山,,1996-07-16 00:00:00,19960717.0,制造业-非金属矿物制品业,“祁连山”32.5级、32.5R级普通硅酸盐水泥、“祁连山”32.5级低热矿渣硅酸盐水泥、“祁连山”42.5级、32.5级矿渣硅酸盐水泥、“祁连山”42.5级、42.5R级普通硅酸盐水泥、“祁连山”42.5级中热硅酸盐水泥、“祁连山”425号低热微膨胀水泥、“祁连山”52.5级（P·Ⅱ）、42.5级（P·Ⅱ）硅酸盐水泥、“祁连山”525号道路（低碱）硅酸盐水泥、“祁连山”525号高抗硫酸盐硅酸盐水泥、“祁连山”525号中抗硫酸盐硅酸盐水泥、“祁连山”G级中抗硫油井水泥、祁连山商品混凝土、祁连山商品熟料,混凝土及砂浆、水泥,甘肃省,811087893.82,921378435.41,466897241.95,-14.572,6.6835,-0.9351,13.24,9.284,11.82,CDM项目;央企;丝绸之路;融资融券标的;超涨;预增,68.0,14.617,6792539967.5,1.6691
陈夏英,002173.SZ,民营企业,千足珍珠,,2007-09-25 00:00:00,20030930.0,制造业-其他制造业,“千足”吊坠、“千足”耳钉、“千足”散珠、“千足”手链、“千足”胸针、“千足”珍珠项链、山下湖农产品(蚌),奢侈饰品、水产品,浙江省,64239995.95,32739828.19,41349936.37,16.1348,16.605,18.8016,40.7695,8.2441,4.84,黄金珠宝;超涨;预减,69.0,113.0801,2681400000.0,5.2695
国务院国有资产监督管理委员会,600068.SH,中央国有企业,葛洲坝,,1997-05-26 00:00:00,19970521.0,建筑业-土木工程建筑业,“三峡”特种水泥、“三峡”油井水泥、巴基斯坦的尼鲁姆杰卢姆水电项目、大庆至广州湖北省北段试验段、葛洲坝铵锑炸药、湖北荆门火电厂、湖北南河水电供应、湖南张家界水电供应、江苏连云港田湾核电站、内蒙古阿荣旗至深圳国家重点公路湖北省北段、三峡水利枢纽工程、武汉葛洲坝国际广场、武汉至洪湖快速出口公路、宜昌市东湖中心区、宜昌市景风苑、宜昌市云林小区、宜昌市镇镜花苑、元磨高速公路、重庆大溪河水电供应,工业建筑、火电、火工产品、民用建筑、商业地产、水电、水泥、住宅楼盘,湖北省,6554998667.44,8324827246.05,8361715786.67,-19.8235,3.7748,43.8917,41.99,3.2849,12.14,央企;水利水电建设;融资融券标的;大盘蓝筹;超涨,70.0,16.9112,26799804537.8,1.4895
刘志强;翟美卿,600162.SH,民营企业,香江控股,,1998-06-09 00:00:00,19940130.0,房地产业-房地产业,“森林半岛”三期、景德镇香江、聊城香江光彩大市场、南昌香江、山水华府二期、香江洛阳百年置业、香江郑东置业,物业出租和管理、住宅楼盘,广东省,2468019102.13,1392798908.28,1709827293.9,16.6228,6.7511,27.1313,52.89,12.798,12.57,超涨;预增,71.0,25.7356,4952391392.55,2.9588
戴智约;邱光和;周平凡;邱坚强;邱艳芳,002563.SZ,民营企业,森马服饰,,2011-03-11 00:00:00,20020205.0,制造业-纺织服装、服饰业,“森马”服饰、“森马”箱包、“森马”休闲鞋,衣着用纺织品,浙江省,4832760534.89,4989828496.54,5021251581.99,-23.6969,13.1294,65.7166,62.69,12.3644,11.41,超涨,72.0,28.9688,26130000000.0,3.1706
天津市人民政府国有资产监督管理委员会,002393.SZ,地方国有企业,力生制药,,2010-04-23 00:00:00,20010808.0,制造业-医药制造业,“寿比山”吲达帕胺薄膜衣片、氨苯碟啶氢氯噻嗪片(利降平片)、氨酚咖匹林片(三鱼正痛片)、氨咖甘片(脑宁片)、氨酪酸片、氨酪酸片(r-氨酪酸片)、保泰松片、苯妥英钠片、醋酸地塞米松片(醋酸氟美松片)、醋酸泼尼松片、地巴唑片、地西泮片(安定片)、颠茄片、二维葡醛内酯片(肝荣片)、泛酸钙、奋乃静片、呋喃妥因肠溶片、呋塞米片(速尿片)、扶聪、复方磺胺甲噁唑片、盖胃平片(新)、谷氨酸片、谷维素片、甲硝唑片(灭滴灵片)、硫酸阿托品片、美扶、葡醛内酯片(肝太乐片)、氢氯噻嗪片(双氢克尿噻片)、去痛片、碳酸氢钠片(苏打片)、头孢拉定胶囊(先锋6号)、维U颠茄铝镁片、维生素B1片、维生素B2、维生素C咀嚼片、小儿氨酚匹林咖啡、小儿复方磺胺甲噁唑片、烟酸片、烟酰胺片、盐酸苯海索片(安坦片)、盐酸多奈哌齐片、盐酸异丙嗪片、叶酸片、异烟肼片、益欣雪阿司匹林肠溶胶囊,非抗生素类抗感染制剂、激素及调节内分泌功能类制剂、解热镇痛制剂、神经系统用制剂、维生素类与矿物质类制剂、消化系统用制剂、血液系统用制剂,天津,1357271265.63,1925786224.59,1364311741.16,17.328,-18.3939,17.021,51.36,28.5391,10.42,融资融券标的;预减,73.0,21.6087,6440661217.6,2.1542
